store_name,store_address,store_address_fix1,store_address_fix2,store_address_final,address2
서강대흥역  ,서울특별시 마포구 백범로 89-5 (대흥동)02-3272-3335,서울특별시 마포구 백범로 89-5 ,서울특별시 마포구 백범로 89-5 ,서울특별시 마포구 백범로 89-5 ,서울특별시마포구백범로89-5
서교동사거리  ,서울특별시 마포구 양화로 105 (서교동)02-326-5218,서울특별시 마포구 양화로 105 ,서울특별시 마포구 양화로 105 ,서울특별시 마포구 양화로 105 ,서울특별시마포구양화로105
상암사보이시티  ,서울특별시 마포구 월드컵북로54길 17 (상암동)02-373-3225,서울특별시 마포구 월드컵북로54길 17 ,서울특별시 마포구 월드컵북로54길 17 ,서울특별시 마포구 월드컵북로54길 17 ,서울특별시마포구월드컵북로54길17
신촌오거리  ,서울특별시 마포구 신촌로16길 10 (노고산동)02-334-3275,서울특별시 마포구 신촌로16길 10 ,서울특별시 마포구 신촌로16길 10 ,서울특별시 마포구 신촌로16길 10 ,서울특별시마포구신촌로16길10
상암디지털큐브  ,서울특별시 마포구 상암산로 3402-758-8890,서울특별시 마포구 상암산로 3402-758-8890,서울특별시 마포구 상암산로 34,서울특별시 마포구 상암산로 34,서울특별시마포구상암산로34
상수역  ,서울특별시 마포구 독막로 88 (상수동)02-758-8925,서울특별시 마포구 독막로 88 ,서울특별시 마포구 독막로 88 ,서울특별시 마포구 독막로 88 ,서울특별시마포구독막로88
공덕오거리  ,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩02-758-8933,서울특별시 마포구 마포대로 86 ,서울특별시 마포구 마포대로 86 ,서울특별시 마포구 마포대로 86 ,서울특별시마포구마포대로86
서교  ,서울특별시 마포구 양화로 78 (서교동) 서교빌딩 1층02-758-8856,서울특별시 마포구 양화로 78 ,서울특별시 마포구 양화로 78 ,서울특별시 마포구 양화로 78 ,서울특별시마포구양화로78
서강대  ,서울특별시 마포구 백범로 23 (신수동)02-758-8783,서울특별시 마포구 백범로 23 ,서울특별시 마포구 백범로 23 ,서울특별시 마포구 백범로 23 ,서울특별시마포구백범로23
상암MBC  ,서울특별시 마포구 성암로 267 (상암동)02-758-8787,서울특별시 마포구 성암로 267 ,서울특별시 마포구 성암로 267 ,서울특별시 마포구 성암로 267 ,서울특별시마포구성암로267
홍대역  ,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)02-758-8672","서울특별시 마포구 양화로 165, 상진빌딩 1층 ","서울특별시 마포구 양화로 165, 상진빌딩 1층 ","서울특별시 마포구 양화로 165, 상진빌딩 1층 ","서울특별시마포구양화로165,상진빌딩1층"
동교  ,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)02-758-8637","서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 ","서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 ","서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 ","서울특별시마포구월드컵북로22,영준빌딩1층"
애오개역  ,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)02-758-8272","서울특별시 마포구 마포대로 201, 마포트라팰리스II ","서울특별시 마포구 마포대로 201, 마포트라팰리스II ","서울특별시 마포구 마포대로 201, 마포트라팰리스II ","서울특별시마포구마포대로201,마포트라팰리스II"
홍대갤러리  ,"서울특별시 마포구 와우산로 101, 정명빌딩 (서교동)02-758-8293","서울특별시 마포구 와우산로 101, 정명빌딩 ","서울특별시 마포구 와우산로 101, 정명빌딩 ","서울특별시 마포구 와우산로 101, 정명빌딩 ","서울특별시마포구와우산로101,정명빌딩"
상암DMC  ,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)02-6393-6219","서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 ","서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 ","서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 ","서울특별시마포구월드컵북로375,DMC이안오피스텔1단지102호,202호"
마포일진빌딩  ,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)02-758-8265","서울특별시 마포구 마포대로 45, 일진빌딩 1층 ","서울특별시 마포구 마포대로 45, 일진빌딩 1층 ","서울특별시 마포구 마포대로 45, 일진빌딩 1층 ","서울특별시마포구마포대로45,일진빌딩1층"
마포아크로  ,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워02-758-8217,서울특별시 마포구 마포대로 68 ,서울특별시 마포구 마포대로 68 ,서울특별시 마포구 마포대로 68 ,서울특별시마포구마포대로68
홍대삼거리  ,서울특별시 마포구 와우산로 64 (상수동)02-758-8402,서울특별시 마포구 와우산로 64 ,서울특별시 마포구 와우산로 64 ,서울특별시 마포구 와우산로 64 ,서울특별시마포구와우산로64
망원역  ,서울특별시 마포구 월드컵로 74 (서교동)02-758-8365,서울특별시 마포구 월드컵로 74 ,서울특별시 마포구 월드컵로 74 ,서울특별시 마포구 월드컵로 74 ,서울특별시마포구월드컵로74
마포이마트  ,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트02-758-8467,서울특별시 마포구 백범로 212 ,서울특별시 마포구 백범로 212 ,서울특별시 마포구 백범로 212 ,서울특별시마포구백범로212
합정메세나몰  ,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)02-758-8534",서울특별시 마포구 양화로 45 ,서울특별시 마포구 양화로 45 ,서울특별시 마포구 양화로 45 ,서울특별시마포구양화로45
가재울뉴타운  ,서울 서대문구 가재울미래로 2 02-304-3724,서울 서대문구 가재울미래로 2 02-304-3724,서울 서대문구 가재울미래로 2 ,서울 서대문구 가재울미래로 2 ,서울특별시서대문구가재울미래로2
신촌역  ,서울특별시 서대문구 신촌로 73 (창천동)02-336-3529,서울특별시 서대문구 신촌로 73 ,서울특별시 서대문구 신촌로 73 ,서울특별시 서대문구 신촌로 73 ,서울특별시서대문구신촌로73
연희동  ,서울특별시 서대문구 연희로 97 (연희동)02-326-3372,서울특별시 서대문구 연희로 97 ,서울특별시 서대문구 연희로 97 ,서울특별시 서대문구 연희로 97 ,서울특별시서대문구연희로97
아현역  ,"서울특별시 서대문구 신촌로35길 10 (북아현동, E편한세상신촌 4단지)02-312-3430",서울특별시 서대문구 신촌로35길 10 ,서울특별시 서대문구 신촌로35길 10 ,서울특별시 서대문구 신촌로35길 10 ,서울특별시서대문구신촌로35길10
홍제역  ,서울특별시 서대문구 통일로 451 (홍제동)02-396-3383,서울특별시 서대문구 통일로 451 ,서울특별시 서대문구 통일로 451 ,서울특별시 서대문구 통일로 451 ,서울특별시서대문구통일로451
연세백양로  ,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교02-758-8977,서울특별시 서대문구 연세로 50 ,서울특별시 서대문구 연세로 50 ,서울특별시 서대문구 연세로 50 ,서울특별시서대문구연세로50
명지대  ,서울특별시 서대문구 거북골로 53 (남가좌동)02-758-8908,서울특별시 서대문구 거북골로 53 ,서울특별시 서대문구 거북골로 53 ,서울특별시 서대문구 거북골로 53 ,서울특별시서대문구거북골로53
연희DT  ,서울특별시 서대문구 연희로 144 (연희동)02-758-8893,서울특별시 서대문구 연희로 144 ,서울특별시 서대문구 연희로 144 ,서울특별시 서대문구 연희로 144 ,서울특별시서대문구연희로144
경기대  ,서울특별시 서대문구 충정로 53 (충정로2가)02-758-8163,서울특별시 서대문구 충정로 53 ,서울특별시 서대문구 충정로 53 ,서울특별시 서대문구 충정로 53 ,서울특별시서대문구충정로53
신촌대로  ,서울특별시 서대문구 신촌로 121 (창천동)02-758-8090,서울특별시 서대문구 신촌로 121 ,서울특별시 서대문구 신촌로 121 ,서울특별시 서대문구 신촌로 121 ,서울특별시서대문구신촌로121
신촌  ,서울특별시 서대문구 연세로 10-1 (창천동)02-758-8035,서울특별시 서대문구 연세로 10-1 ,서울특별시 서대문구 연세로 10-1 ,서울특별시 서대문구 연세로 10-1 ,서울특별시서대문구연세로10-1
이대R  ,서울특별시 서대문구 이화여대길 34 (대현동)02-758-8001,서울특별시 서대문구 이화여대길 34 ,서울특별시 서대문구 이화여대길 34 ,서울특별시 서대문구 이화여대길 34 ,서울특별시서대문구이화여대길34
연세종합관  ,"서울특별시 서대문구 연세로 50, 연세세브란스 종합관 (신촌동)02-758-8244","서울특별시 서대문구 연세로 50, 연세세브란스 종합관 ","서울특별시 서대문구 연세로 50, 연세세브란스 종합관 ","서울특별시 서대문구 연세로 50, 연세세브란스 종합관 ","서울특별시서대문구연세로50,연세세브란스종합관"
이대ECC  ,서울특별시 서대문구 이화여대길 52 (대현동) 이화여자대학교 B415호02-758-8240,서울특별시 서대문구 이화여대길 52 ,서울특별시 서대문구 이화여대길 52 ,서울특별시 서대문구 이화여대길 52 ,서울특별시서대문구이화여대길52
연대  ,서울특별시 서대문구 연세로 35 (창천동)02-758-8439,서울특별시 서대문구 연세로 35 ,서울특별시 서대문구 연세로 35 ,서울특별시 서대문구 연세로 35 ,서울특별시서대문구연세로35
신촌아트레온  ,서울특별시 서대문구 신촌로 129 (창천동)02-758-8401,서울특별시 서대문구 신촌로 129 ,서울특별시 서대문구 신촌로 129 ,서울특별시 서대문구 신촌로 129 ,서울특별시서대문구신촌로129
충정로역  ,서울특별시 서대문구 충정로 2302-758-8479,서울특별시 서대문구 충정로 2302-758-8479,서울특별시 서대문구 충정로 23,서울특별시 서대문구 충정로 23,서울특별시서대문구충정로23
연대동문  ,서울특별시 서대문구 성산로 565 (대신동)02-758-8450,서울특별시 서대문구 성산로 565 ,서울특별시 서대문구 성산로 565 ,서울특별시 서대문구 성산로 565 ,서울특별시서대문구성산로565
신촌명물거리  ,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)02-365-8330","서울특별시 서대문구 명물길 24, 1-5층 ","서울특별시 서대문구 명물길 24, 1-5층 ","서울특별시 서대문구 명물길 24, 1-5층 ","서울특별시서대문구명물길24,1-5층"
충정타워  ,"서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 (충정로3가)02-758-8333","서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 ","서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 ","서울특별시 서대문구 서소문로 21, 충정타워빌딩 1층 ","서울특별시서대문구서소문로21,충정타워빌딩1층"
방배로  ,서울특별시 서초구 방배로 52 (방배동)02-3487-3814,서울특별시 서초구 방배로 52 ,서울특별시 서초구 방배로 52 ,서울특별시 서초구 방배로 52 ,서울특별시서초구방배로52
강남교보타워R  ,서울특별시 서초구 강남대로 465 (서초동)02-534-3604,서울특별시 서초구 강남대로 465 ,서울특별시 서초구 강남대로 465 ,서울특별시 서초구 강남대로 465 ,서울특별시서초구강남대로465
방배다이치빌딩  ,서울특별시 서초구 방배로 114 (방배동)02-3473-3576,서울특별시 서초구 방배로 114 ,서울특별시 서초구 방배로 114 ,서울특별시 서초구 방배로 114 ,서울특별시서초구방배로114
센트럴F1  ,서울특별시 서초구 신반포로 176 (반포동)02-537-3598,서울특별시 서초구 신반포로 176 ,서울특별시 서초구 신반포로 176 ,서울특별시 서초구 신반포로 176 ,서울특별시서초구신반포로176
서초역이화빌딩  ,서울특별시 서초구 반포대로21길 3 (서초동)02-522-3533,서울특별시 서초구 반포대로21길 3 ,서울특별시 서초구 반포대로21길 3 ,서울특별시 서초구 반포대로21길 3 ,서울특별시서초구반포대로21길3
서초구청  ,서울특별시 서초구 남부순환로 2557 (서초동)02-3471-3545,서울특별시 서초구 남부순환로 2557 ,서울특별시 서초구 남부순환로 2557 ,서울특별시 서초구 남부순환로 2557 ,서울특별시서초구남부순환로2557
서초우성사거리  ,서울특별시 서초구 강남대로 343 (서초동)02-3486-3536,서울특별시 서초구 강남대로 343 ,서울특별시 서초구 강남대로 343 ,서울특별시 서초구 강남대로 343 ,서울특별시서초구강남대로343
이수역사거리  ,"서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1)02-3476-3472",서울특별시 서초구 서초대로 3-4 ,서울특별시 서초구 서초대로 3-4 ,서울특별시 서초구 서초대로 3-4 ,서울특별시서초구서초대로3-4
강남대로신사  ,서울특별시 서초구 강남대로 595 (잠원동)02-516-3402,서울특별시 서초구 강남대로 595 ,서울특별시 서초구 강남대로 595 ,서울특별시 서초구 강남대로 595 ,서울특별시서초구강남대로595
서울고속터미널  ,서울특별시 서초구 신반포로 194 (반포동)02-592-3432,서울특별시 서초구 신반포로 194 ,서울특별시 서초구 신반포로 194 ,서울특별시 서초구 신반포로 194 ,서울특별시서초구신반포로194
강남대로논현R  ,서울특별시 서초구 강남대로85길 5 (반포동)02-515-3419,서울특별시 서초구 강남대로85길 5 ,서울특별시 서초구 강남대로85길 5 ,서울특별시 서초구 강남대로85길 5 ,서울특별시서초구강남대로85길5
방배  ,서울특별시 서초구 방배로 21102-536-3204,서울특별시 서초구 방배로 21102-536-3204,서울특별시 서초구 방배로 211,서울특별시 서초구 방배로 211,서울특별시서초구방배로211
방배카페거리  ,서울특별시 서초구 방배중앙로 162 (방배동)02-536-3206,서울특별시 서초구 방배중앙로 162 ,서울특별시 서초구 방배중앙로 162 ,서울특별시 서초구 방배중앙로 162 ,서울특별시서초구방배중앙로162
서초법원  ,서울특별시 서초구 서초대로 274 (서초동)02-523-3294,서울특별시 서초구 서초대로 274 ,서울특별시 서초구 서초대로 274 ,서울특별시 서초구 서초대로 274 ,서울특별시서초구서초대로274
청계산입구역  ,서울특별시 서초구 청계산로 203 (신원동)02-577-3253,서울특별시 서초구 청계산로 203 ,서울특별시 서초구 청계산로 203 ,서울특별시 서초구 청계산로 203 ,서울특별시서초구청계산로203
사당로데오  ,서울특별시 서초구 방배천로 5-4(방배동)02-758-8953,서울특별시 서초구 방배천로 5-4,서울특별시 서초구 방배천로 5-4,서울특별시 서초구 방배천로 5-4,서울특별시서초구방배천로5-4
파미에파크R  ,서울특별시 서초구 사평대로 205 (반포동) CENTRALCITY02-758-8790,서울특별시 서초구 사평대로 205 ,서울특별시 서초구 사평대로 205 ,서울특별시 서초구 사평대로 205 ,서울특별시서초구사평대로205
교대역  ,서울특별시 서초구 서초중앙로 138 (서초동) 우림빌딩02-758-8757,서울특별시 서초구 서초중앙로 138 ,서울특별시 서초구 서초중앙로 138 ,서울특별시 서초구 서초중앙로 138 ,서울특별시서초구서초중앙로138
양재역  ,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩02-758-8816,서울특별시 서초구 강남대로 202 ,서울특별시 서초구 강남대로 202 ,서울특별시 서초구 강남대로 202 ,서울특별시서초구강남대로202
논현역  ,서울특별시 서초구 강남대로 557 (잠원동) 1~2층02-758-8819,서울특별시 서초구 강남대로 557 ,서울특별시 서초구 강남대로 557 ,서울특별시 서초구 강남대로 557 ,서울특별시서초구강남대로557
이수역  ,서울특별시 서초구 동작대로 112 (방배동)02-758-8794,서울특별시 서초구 동작대로 112 ,서울특별시 서초구 동작대로 112 ,서울특별시 서초구 동작대로 112 ,서울특별시서초구동작대로112
내방역  ,서울특별시 서초구 방배로 184 (방배동) 대풍빌딩02-758-8740,서울특별시 서초구 방배로 184 ,서울특별시 서초구 방배로 184 ,서울특별시 서초구 방배로 184 ,서울특별시서초구방배로184
서초파라곤  ,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤02-758-8716,서울특별시 서초구 서초대로74길 29 ,서울특별시 서초구 서초대로74길 29 ,서울특별시 서초구 서초대로74길 29 ,서울특별시서초구서초대로74길29
서울아트센터  ,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩02-758-8738,서울특별시 서초구 남부순환로 2395 ,서울특별시 서초구 남부순환로 2395 ,서울특별시 서초구 남부순환로 2395 ,서울특별시서초구남부순환로2395
서초중앙로  ,서울특별시 서초구 서초중앙로 22502-758-8715,서울특별시 서초구 서초중앙로 22502-758-8715,서울특별시 서초구 서초중앙로 225,서울특별시 서초구 서초중앙로 225,서울특별시서초구서초중앙로225
센트럴시티  ,서울특별시 서초구 신반포로 176 (반포동)02-758-8656,서울특별시 서초구 신반포로 176 ,서울특별시 서초구 신반포로 176 ,서울특별시 서초구 신반포로 176 ,서울특별시서초구신반포로176
강남삼성타운  ,서울특별시 서초구 서초대로78길 24 (서초동)02-758-8213,서울특별시 서초구 서초대로78길 24 ,서울특별시 서초구 서초대로78길 24 ,서울특별시 서초구 서초대로78길 24 ,서울특별시서초구서초대로78길24
방배역  ,서울특별시 서초구 방배로 84 (방배동)02-758-8086,서울특별시 서초구 방배로 84 ,서울특별시 서초구 방배로 84 ,서울특별시 서초구 방배로 84 ,서울특별시서초구방배로84
반포역  ,서울특별시 서초구 신반포로 257 (잠원동) 신반포11차상가02-758-8141,서울특별시 서초구 신반포로 257 ,서울특별시 서초구 신반포로 257 ,서울특별시 서초구 신반포로 257 ,서울특별시서초구신반포로257
남부터미널  ,"서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 (서초동)02-758-8085","서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 ","서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 ","서울특별시 서초구 서초중앙로 26, 래미안서초유니빌 1층 101호 ","서울특별시서초구서초중앙로26,래미안서초유니빌1층101호"
뉴코아강남  ,서울특별시 서초구 잠원로 69 (잠원동) 킴스클럽02-758-8032,서울특별시 서초구 잠원로 69 ,서울특별시 서초구 잠원로 69 ,서울특별시 서초구 잠원로 69 ,서울특별시서초구잠원로69
강남2  ,"서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 (서초동)02-758-8081","서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 ","서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 ","서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 ","서울특별시서초구서초대로77길27,유빌딩1,2층"
교대  ,서울특별시 서초구 서초중앙로 118 (서초동)02-758-8073,서울특별시 서초구 서초중앙로 118 ,서울특별시 서초구 서초중앙로 118 ,서울특별시 서초구 서초중앙로 118 ,서울특별시서초구서초중앙로118
하이브랜드  ,"서울특별시 서초구 매헌로 16, 리빙관 101호 (양재동)02-2155-4117","서울특별시 서초구 매헌로 16, 리빙관 101호 ","서울특별시 서초구 매헌로 16, 리빙관 101호 ","서울특별시 서초구 매헌로 16, 리빙관 101호 ","서울특별시서초구매헌로16,리빙관101호"
신논현역  ,서울특별시 서초구 강남대로 483 (반포동) 청호빌딩02-758-8756,서울특별시 서초구 강남대로 483 ,서울특별시 서초구 강남대로 483 ,서울특별시 서초구 강남대로 483 ,서울특별시서초구강남대로483
영동2교  ,"서울특별시 서초구 논현로 139, 대흥빌딩 (양재동)02-758-8291","서울특별시 서초구 논현로 139, 대흥빌딩 ","서울특별시 서초구 논현로 139, 대흥빌딩 ","서울특별시 서초구 논현로 139, 대흥빌딩 ","서울특별시서초구논현로139,대흥빌딩"
남부터미널2  ,서울특별시 서초구 효령로 274 (서초동)02-758-8229,서울특별시 서초구 효령로 274 ,서울특별시 서초구 효령로 274 ,서울특별시 서초구 효령로 274 ,서울특별시서초구효령로274
서래마을입구  ,서울특별시 서초구 서래로 48 (반포동)02-3482-8257,서울특별시 서초구 서래로 48 ,서울특별시 서초구 서래로 48 ,서울특별시 서초구 서래로 48 ,서울특별시서초구서래로48
몬테소리  ,서울특별시 서초구 강남대로 399 (서초동)02-758-8225,서울특별시 서초구 강남대로 399 ,서울특별시 서초구 강남대로 399 ,서울특별시 서초구 강남대로 399 ,서울특별시서초구강남대로399
서초역  ,서울특별시 서초구 반포대로 118 (서초동)02-758-8289,서울특별시 서초구 반포대로 118 ,서울특별시 서초구 반포대로 118 ,서울특별시 서초구 반포대로 118 ,서울특별시서초구반포대로118
예술의전당  ,"서울특별시 서초구 남부순환로323길 1, 1층 (서초동)02-758-8313","서울특별시 서초구 남부순환로323길 1, 1층 ","서울특별시 서초구 남부순환로323길 1, 1층 ","서울특별시 서초구 남부순환로323길 1, 1층 ","서울특별시서초구남부순환로323길1,1층"
교대법원  ,서울특별시 서초구 서초중앙로 164 (서초동)02-758-8400,서울특별시 서초구 서초중앙로 164 ,서울특별시 서초구 서초중앙로 164 ,서울특별시 서초구 서초중앙로 164 ,서울특별시서초구서초중앙로164
강남GT타워  ,"서울특별시 서초구 서초대로 411, GT타워 (서초동)02-758-8477","서울특별시 서초구 서초대로 411, GT타워 ","서울특별시 서초구 서초대로 411, GT타워 ","서울특별시 서초구 서초대로 411, GT타워 ","서울특별시서초구서초대로411,GT타워"
서초동  ,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)02-758-8459","서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 ","서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 ","서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 ","서울특별시서초구남부순환로339길64,현우빌딩1층"
서울교대  ,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)02-758-8332","서울특별시 서초구 서초중앙로 64, 1층 ","서울특별시 서초구 서초중앙로 64, 1층 ","서울특별시 서초구 서초중앙로 64, 1층 ","서울특별시서초구서초중앙로64,1층"
강남에비뉴  ,"서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 (서초동)02-758-8587","서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 ","서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 ","서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 ","서울특별시서초구서초대로77길62,강남역아이파크B102~B105"
길음역  ,서울특별시 성북구 정릉로 376 (돈암동)02-921-3848,서울특별시 성북구 정릉로 376 ,서울특별시 성북구 정릉로 376 ,서울특별시 성북구 정릉로 376 ,서울특별시성북구정릉로376
미아이마트  ,서울 성북구 도봉로 17 02-982-3806,서울 성북구 도봉로 17 02-982-3806,서울 성북구 도봉로 17 ,서울 성북구 도봉로 17 ,서울특별시성북구도봉로17
종암DT  ,서울특별시 성북구 종암로 17 (종암동)02-925-3469,서울특별시 성북구 종암로 17 ,서울특별시 성북구 종암로 17 ,서울특별시 성북구 종암로 17 ,서울특별시성북구종암로17
미아  ,서울특별시 성북구 동소문로 314 (하월곡동)02-913-3364,서울특별시 성북구 동소문로 314 ,서울특별시 성북구 동소문로 314 ,서울특별시 성북구 동소문로 314 ,서울특별시성북구동소문로314
성신여대정문  ,서울특별시 성북구 보문로34길 62 (동선동2가)02-922-3281,서울특별시 성북구 보문로34길 62 ,서울특별시 성북구 보문로34길 62 ,서울특별시 성북구 보문로34길 62 ,서울특별시성북구보문로34길62
종암  ,서울특별시 성북구 종암로 122 (종암동)02-758-8980,서울특별시 성북구 종암로 122 ,서울특별시 성북구 종암로 122 ,서울특별시 성북구 종암로 122 ,서울특별시성북구종암로122
삼선교  ,서울특별시 성북구 동소문로 10 (동소문동2가)02-758-8714,서울특별시 성북구 동소문로 10 ,서울특별시 성북구 동소문로 10 ,서울특별시 성북구 동소문로 10 ,서울특별시성북구동소문로10
월곡역  ,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)02-758-8608","서울특별시 성북구 화랑로 76, 101-1호 ","서울특별시 성북구 화랑로 76, 101-1호 ","서울특별시 성북구 화랑로 76, 101-1호 ","서울특별시성북구화랑로76,101-1호"
고대  ,서울특별시 성북구 고려대로 24길 51 (안암동5가)02-758-8067,서울특별시 성북구 고려대로 24길 51 ,서울특별시 성북구 고려대로 24길 51 ,서울특별시 성북구 고려대로 24길 51 ,서울특별시성북구고려대로24길51
현대미아  ,"서울특별시 성북구 동소문로 315, 현대백화점미아점 지하 1층 (길음동)02-758-8203","서울특별시 성북구 동소문로 315, 현대백화점미아점 지하 1층 ","서울특별시 성북구 동소문로 315, 현대백화점미아점 지하 1층 ","서울특별시 성북구 동소문로 315, 현대백화점미아점 지하 1층 ","서울특별시성북구동소문로315,현대백화점미아점지하1층"
성신여대  ,서울특별시 성북구 동소문로24길 12 (동선동1가)02-758-8499,서울특별시 성북구 동소문로24길 12 ,서울특별시 성북구 동소문로24길 12 ,서울특별시 성북구 동소문로24길 12 ,서울특별시성북구동소문로24길12
안암역  ,서울특별시 성북구 고려대로 102-2 (안암동5가)02-758-8541,서울특별시 성북구 고려대로 102-2 ,서울특별시 성북구 고려대로 1,서울특별시 성북구 고려대로 1,서울특별시성북구고려대로1
한성대입구역  ,서울특별시 성북구 성북로 11 (성북동1가)02-758-8455,서울특별시 성북구 성북로 11 ,서울특별시 성북구 성북로 11 ,서울특별시 성북구 성북로 11 ,서울특별시성북구성북로11
송파나루역DT  ,서울특별시 송파구 오금로 142 (송파동)02-421-3622,서울특별시 송파구 오금로 142 ,서울특별시 송파구 오금로 142 ,서울특별시 송파구 오금로 142 ,서울특별시송파구오금로142
잠실시그마타워  ,서울특별시 송파구 올림픽로 289 (신천동)02-417-3614,서울특별시 송파구 올림픽로 289 ,서울특별시 송파구 올림픽로 289 ,서울특별시 송파구 올림픽로 289 ,서울특별시송파구올림픽로289
문정법원로R  ,서울특별시 송파구 송파대로 201 (문정동)02-881-5012,서울특별시 송파구 송파대로 201 ,서울특별시 송파구 송파대로 201 ,서울특별시 송파구 송파대로 201 ,서울특별시송파구송파대로201
송파개롱역  ,서울특별시 송파구 오금로 420 (가락동)02-401-3574,서울특별시 송파구 오금로 420 ,서울특별시 송파구 오금로 420 ,서울특별시 송파구 오금로 420 ,서울특별시송파구오금로420
문정하비오  ,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호02-401-3431",서울특별시 송파구 송파대로 111 ,서울특별시 송파구 송파대로 111 ,서울특별시 송파구 송파대로 111 ,서울특별시송파구송파대로111
문정역  ,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호02-2054-3836",서울특별시 송파구 송파대로 167 ,서울특별시 송파구 송파대로 167 ,서울특별시 송파구 송파대로 167 ,서울특별시송파구송파대로167
잠실대교남단R  ,서울특별시 송파구 올림픽로35길 141 (신천동)02-416-0020,서울특별시 송파구 올림픽로35길 141 ,서울특별시 송파구 올림픽로35길 141 ,서울특별시 송파구 올림픽로35길 141 ,서울특별시송파구올림픽로35길141
송파위례  ,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)02-3012-3457",서울특별시 송파구 위례광장로 230 ,서울특별시 송파구 위례광장로 230 ,서울특별시 송파구 위례광장로 230 ,서울특별시송파구위례광장로230
송파방이DT  ,서울특별시 송파구 오금로 241 (방이동)02-414-3269,서울특별시 송파구 오금로 241 ,서울특별시 송파구 오금로 241 ,서울특별시 송파구 오금로 241 ,서울특별시송파구오금로241
송파구청  ,서울특별시 송파구 오금로 87 (방이동)02-2145-0300,서울특별시 송파구 오금로 87 ,서울특별시 송파구 오금로 87 ,서울특별시 송파구 오금로 87 ,서울특별시송파구오금로87
올림픽평화의문  ,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트02-758-8983,서울특별시 송파구 위례성대로 38 ,서울특별시 송파구 위례성대로 38 ,서울특별시 송파구 위례성대로 38 ,서울특별시송파구위례성대로38
송파아이파크  ,서울특별시 송파구 법원로 55 (문정동)02-409-3245,서울특별시 송파구 법원로 55 ,서울특별시 송파구 법원로 55 ,서울특별시 송파구 법원로 55 ,서울특별시송파구법원로55
송파사거리  ,서울특별시 송파구 송파대로 386 (송파동)02-758-8931,서울특별시 송파구 송파대로 386 ,서울특별시 송파구 송파대로 386 ,서울특별시 송파구 송파대로 386 ,서울특별시송파구송파대로386
석촌서호  ,서울특별시 송파구 석촌호수로 176 (삼전동)02-758-8874,서울특별시 송파구 석촌호수로 176 ,서울특별시 송파구 석촌호수로 176 ,서울특별시 송파구 석촌호수로 176 ,서울특별시송파구석촌호수로176
문정로데오  ,서울특별시 송파구 동남로 141 (가락동)02-758-8860,서울특별시 송파구 동남로 141 ,서울특별시 송파구 동남로 141 ,서울특별시 송파구 동남로 141 ,서울특별시송파구동남로141
